"","Url"
"35","https://millercenter.org/the-presidency/presidential-speeches/february-15-1832-message-regarding-indian-removal"
"36","https://millercenter.org/the-presidency/presidential-speeches/july-10-1832-bank-veto"
"37","https://millercenter.org/the-presidency/presidential-speeches/january-16-1833-message-regarding-south-carolina-nullification"
"38","https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-inaugural-address"
"39","https://millercenter.org/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress"
"40","https://millercenter.org/the-presidency/presidential-speeches/november-21-1838-message-regarding-disturbances-and"
"41","https://millercenter.org/the-presidency/presidential-speeches/february-16-1839-message-regarding-disputes-maine-canadian"
"42","https://millercenter.org/the-presidency/presidential-speeches/march-4-1841-inaugural-address"
"43","https://millercenter.org/the-presidency/presidential-speeches/april-9-1841-address-upon-assuming-office-president-united"
"44","https://millercenter.org/the-presidency/presidential-speeches/december-7-1841-first-annual-message"
"45","https://millercenter.org/the-presidency/presidential-speeches/august-18-1842-message-regarding-treaty-texas"
"46","https://millercenter.org/the-presidency/presidential-speeches/february-20-1845-message-regarding-slave-trade"
"47","https://millercenter.org/the-presidency/presidential-speeches/may-11-1846-war-message-congress"
"48","https://millercenter.org/the-presidency/presidential-speeches/june-10-1846-message-senate-regarding-oregon"
"49","https://millercenter.org/the-presidency/presidential-speeches/august-14-1848-message-regarding-slavery-territories"
"50","https://millercenter.org/the-presidency/presidential-speeches/april-22-1850-message-regarding-treaty-great-britain"
"51","https://millercenter.org/the-presidency/presidential-speeches/march-5-1849-inaugural-address"
"52","https://millercenter.org/the-presidency/presidential-speeches/december-4-1849-first-annual-message"
"53","https://millercenter.org/the-presidency/presidential-speeches/january-23-1850-message-regarding-newly-acquired-territories"
"54","https://millercenter.org/the-presidency/presidential-speeches/august-6-1850-message-regarding-compromise-texas"
"55","https://millercenter.org/the-presidency/presidential-speeches/december-2-1850-first-annual-message"
"56","https://millercenter.org/the-presidency/presidential-speeches/february-19-1851-message-regarding-disturbance-boston"
"57","https://millercenter.org/the-presidency/presidential-speeches/december-6-1852-third-annual-message"
"58","https://millercenter.org/the-presidency/presidential-speeches/march-4-1853-inaugural-address"
"59","https://millercenter.org/the-presidency/presidential-speeches/may-15-1854-message-regarding-transit-across-central-america"
"60","https://millercenter.org/the-presidency/presidential-speeches/january-24-1856-message-regarding-disturbances-kansas"
"61","https://millercenter.org/the-presidency/presidential-speeches/january-8-1861-message-threats-peace-and-existence-union"
"62","https://millercenter.org/the-presidency/presidential-speeches/march-4-1857-inaugural-address"
"63","https://millercenter.org/the-presidency/presidential-speeches/december-19-1859-third-annual-message"
"64","https://millercenter.org/the-presidency/presidential-speeches/march-1-1861-message-regarding-presence-troops-washington-dc"
"65","https://millercenter.org/the-presidency/presidential-speeches/june-16-1858-house-divided-speech"
"66","https://millercenter.org/the-presidency/presidential-speeches/march-4-1861-first-inaugural-address"
"67","https://millercenter.org/the-presidency/presidential-speeches/november-19-1863-gettysburg-address"
"68","https://millercenter.org/the-presidency/presidential-speeches/april-17-1865-message-following-death-abraham-lincoln"
"69","https://millercenter.org/the-presidency/presidential-speeches/may-29-1865-proclamation-pardoning-persons-who-participated"
"70","https://millercenter.org/the-presidency/presidential-speeches/april-2-1866-proclamation-end-confederate-insurrection"
"71","https://millercenter.org/the-presidency/presidential-speeches/december-8-1868-fourth-annual-message-congress"
"72","https://millercenter.org/the-presidency/presidential-speeches/march-4-1869-first-inaugural-address"
"73","https://millercenter.org/the-presidency/presidential-speeches/january-13-1875-message-regarding-intervention-louisiana"
"74","https://millercenter.org/the-presidency/presidential-speeches/december-5-1876-eighth-annual-message"
"75","https://millercenter.org/the-presidency/presidential-speeches/march-5-1877-inaugural-address"
"76","https://millercenter.org/the-presidency/presidential-speeches/december-3-1877-first-annual-message"
"77","https://millercenter.org/the-presidency/presidential-speeches/march-1-1879-veto-message-regarding-immigration-legislation"
"78","https://millercenter.org/the-presidency/presidential-speeches/december-6-1880-fourth-annual-message"
"79","https://millercenter.org/the-presidency/presidential-speeches/march-4-1881-inaugural-address"
"80","https://millercenter.org/the-presidency/presidential-speeches/december-10-1884-message-regarding-central-american-canal"
"81","https://millercenter.org/the-presidency/presidential-speeches/september-22-1881-address-upon-assuming-office-president"
"82","https://millercenter.org/the-presidency/presidential-speeches/april-4-1882-veto-chinese-exclusion-act"
"83","https://millercenter.org/the-presidency/presidential-speeches/december-1-1884-fourth-annual-message"
"84","https://millercenter.org/the-presidency/presidential-speeches/march-4-1885-first-inaugural-address"
"85","https://millercenter.org/the-presidency/presidential-speeches/march-4-1893-second-inaugural-address"
"86","https://millercenter.org/the-presidency/presidential-speeches/march-2-1897-veto-message-regarding-immigration-legislation"
"87","https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address"
"88","https://millercenter.org/the-presidency/presidential-speeches/june-4-1889-statement-johnstown-flood"
"89","https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message"
"90","https://millercenter.org/the-presidency/presidential-speeches/january-31-1891-message-regarding-death-treasury-secretary"
"91","https://millercenter.org/the-presidency/presidential-speeches/february-15-1893-message-regarding-hawaiian-annexation"
"92","https://millercenter.org/the-presidency/presidential-speeches/april-11-1898-message-regarding-cuban-civil-war"
"93","https://millercenter.org/the-presidency/presidential-speeches/march-4-1901-second-inaugural-address"
"94","https://millercenter.org/the-presidency/presidential-speeches/september-5-1901-speech-buffalo-new-york"
"95","https://millercenter.org/the-presidency/presidential-speeches/september-14-1901-announcement-death-president-mckinley"
"96","https://millercenter.org/the-presidency/presidential-speeches/march-4-1905-inaugural-address"
"97","https://millercenter.org/the-presidency/presidential-speeches/january-8-1906-message-regarding-panama-canal"
"98","https://millercenter.org/the-presidency/presidential-speeches/january-14-1910-message-regarding-environmental-preservation"
"99","https://millercenter.org/the-presidency/presidential-speeches/march-4-1909-inaugural-address"
"100","https://millercenter.org/the-presidency/presidential-speeches/november-17-1909-address-tariff-law-1909"
"101","https://millercenter.org/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message"
"102","https://millercenter.org/the-presidency/presidential-speeches/march-4-1913-first-inaugural-address"
"103","https://millercenter.org/the-presidency/presidential-speeches/april-17-1917-message-regarding-world-war-i"
"104","https://millercenter.org/the-presidency/presidential-speeches/january-8-1918-wilsons-fourteen-points"
"105","https://millercenter.org/the-presidency/presidential-speeches/january-20-1920-americanism"
"106","https://millercenter.org/the-presidency/presidential-speeches/march-4-1921-inaugural-address"
"107","https://millercenter.org/the-presidency/presidential-speeches/march-31-1921-nationalism-and-americanism"
"108","https://millercenter.org/the-presidency/presidential-speeches/november-12-1921-opening-speech-conference-limitation-armament"
"109","https://millercenter.org/the-presidency/presidential-speeches/december-6-1923-first-annual-message"
"110","https://millercenter.org/the-presidency/presidential-speeches/march-4-1925-inaugural-address"
"111","https://millercenter.org/the-presidency/presidential-speeches/october-20-1925-message-regarding-relationship-church-and"
"112","https://millercenter.org/the-presidency/presidential-speeches/august-10-1927-address-opening-work-mount-rushmore-black-hills"
"113","https://millercenter.org/the-presidency/presidential-speeches/october-25-1929-message-regarding-black-thursday"
"114","https://millercenter.org/the-presidency/presidential-speeches/december-2-1930-second-state-union-address"
"115","https://millercenter.org/the-presidency/presidential-speeches/august-11-1932-speech-accepting-republican-nomination"
"116","https://millercenter.org/the-presidency/presidential-speeches/march-4-1933-first-inaugural-address"
"117","https://millercenter.org/the-presidency/presidential-speeches/march-9-1937-fireside-chat-9-court-packing"
"118","https://millercenter.org/the-presidency/presidential-speeches/december-8-1941-address-congress-requesting-declaration-war"
"119","https://millercenter.org/the-presidency/presidential-speeches/may-8-1945-announcing-surrender-germany"
"120","https://millercenter.org/the-presidency/presidential-speeches/april-16-1945-first-speech-congress"
"121","https://millercenter.org/the-presidency/presidential-speeches/march-12-1947-truman-doctrine"
"122","https://millercenter.org/the-presidency/presidential-speeches/june-20-1947-veto-taft-hartley-bill"
"123","https://millercenter.org/the-presidency/presidential-speeches/january-20-1953-first-inaugural-address"
"124","https://millercenter.org/the-presidency/presidential-speeches/january-5-1957-eisenhower-doctrine"
"125","https://millercenter.org/the-presidency/presidential-speeches/january-17-1961-farewell-address"
"126","https://millercenter.org/the-presidency/presidential-speeches/january-20-1961-inaugural-address"
"127","https://millercenter.org/the-presidency/presidential-speeches/may-25-1961-goal-sending-man-moon"
"128","https://millercenter.org/the-presidency/presidential-speeches/june-11-1963-address-civil-rights"
"129","https://millercenter.org/the-presidency/presidential-speeches/november-27-1963-address-joint-session-congress"
"130","https://millercenter.org/the-presidency/presidential-speeches/july-2-1964-remarks-upon-signing-civil-rights-bill"
"131","https://millercenter.org/the-presidency/presidential-speeches/january-20-1965-inaugural-address"
"132","https://millercenter.org/the-presidency/presidential-speeches/january-20-1969-first-inaugural-address"
"133","https://millercenter.org/the-presidency/presidential-speeches/april-30-1970-address-nation-situation-southeast-asia"
"134","https://millercenter.org/the-presidency/presidential-speeches/august-9-1974-remarks-departure-white-house"
"135","https://millercenter.org/the-presidency/presidential-speeches/september-8-1974-remarks-pardoning-richard-nixon"
"136","https://millercenter.org/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy"
"137","https://millercenter.org/the-presidency/presidential-speeches/august-19-1976-republican-national-convention"
"138","https://millercenter.org/the-presidency/presidential-speeches/january-20-1977-inaugural-address"
"139","https://millercenter.org/the-presidency/presidential-speeches/july-15-1979-crisis-confidence-speech"
"140","https://millercenter.org/the-presidency/presidential-speeches/october-28-1980-debate-ronald-reagan"
"141","https://millercenter.org/the-presidency/presidential-speeches/march-4-1987-address-nation-iran-contra"
"142","https://millercenter.org/the-presidency/presidential-speeches/january-20-1981-first-inaugural-address"
"143","https://millercenter.org/the-presidency/presidential-speeches/march-8-1983-evil-empire-speech"
"144","https://millercenter.org/the-presidency/presidential-speeches/june-12-1987-address-brandenburg-gate-berlin-wall"
"145","https://millercenter.org/the-presidency/presidential-speeches/january-20-1989-inaugural-address"
"146","https://millercenter.org/the-presidency/presidential-speeches/december-20-1989-address-nation-panama"
"147","https://millercenter.org/the-presidency/presidential-speeches/february-27-1991-address-end-gulf-war"
"148","https://millercenter.org/the-presidency/presidential-speeches/january-20-1993-first-inaugural"
"149","https://millercenter.org/the-presidency/presidential-speeches/december-8-1993-remarks-signing-nafta"
"150","https://millercenter.org/the-presidency/presidential-speeches/august-17-1998-statement-his-testimony-grand-jury"
"151","https://millercenter.org/the-presidency/presidential-speeches/january-20-2001-first-inaugural-address"
"152","https://millercenter.org/the-presidency/presidential-speeches/september-22-2001-address-us-response-attacks-september-11"
"153","https://millercenter.org/the-presidency/presidential-speeches/november-13-2008-speech-financial-markets-and-world-economy"
"154","https://millercenter.org/the-presidency/presidential-speeches/november-4-2008-remarks-election-night"
"155","https://millercenter.org/the-presidency/presidential-speeches/june-4-2009-address-cairo-university"
"156","https://millercenter.org/the-presidency/presidential-speeches/january-21-2013-second-inaugural-address"
"157","https://millercenter.org/the-presidency/presidential-speeches/january-20-2017-inaugural-address"
"158","https://millercenter.org/the-presidency/presidential-speeches/february-28-2017-address-joint-session-congress"
"159","https://millercenter.org/the-presidency/presidential-speeches/january-30-2018-state-union-address"
"160","https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election/"
"161","https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett/"
"162","https://millercenter.org/the-presidency/presidential-speeches/september-26-2020-announcing-his-nominee-us-supreme-court/"
"163","https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference/"
"164","https://millercenter.org/the-presidency/presidential-speeches/august-8-2020-press-conference-executive-orders/"
"165","https://millercenter.org/the-presidency/presidential-speeches/july-4-2020-remarks-salute-america/"
"166","https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma/"
"167","https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation/"
"168","https://millercenter.org/the-presidency/presidential-speeches/june-1-2020-statement-protests-against-police-brutality/"
"169","https://millercenter.org/the-presidency/presidential-speeches/april-23-2020-task-force-briefing-coronavirus-pandemic/"
"170","https://millercenter.org/the-presidency/presidential-speeches/april-15-2020-press-briefing-coronavirus-task-force/"
"171","https://millercenter.org/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing/"
"172","https://millercenter.org/the-presidency/presidential-speeches/march-13-2020-press-conference-about-coronavirus"
"173","https://millercenter.org/the-presidency/presidential-speeches/?field_speech_date_value%5Bmin%5D=&amp;field_speech_date_value%5Bmax%5D=&amp;field_full_node_value=&amp;page=1/"
"174","https://millercenter.org/the-presidency/presidential-speeches/august-8-1974-address-nation-announcing-decision-resign-office"
"175","https://millercenter.org/the-presidency/presidential-speeches/april-30-1973-address-nation-about-watergate-investigations"
"176","https://millercenter.org/the-presidency/presidential-speeches/september-19-1796-farewell-address/"
"177","https://millercenter.org/the-presidency/presidential-speeches/december-7-1796-eighth-annual-message-congress"
"178","https://millercenter.org/the-presidency/presidential-speeches/march-30-1796-message-house-representatives-declining-submit"
"179","https://millercenter.org/the-presidency/presidential-speeches/december-8-1795-seventh-annual-message-congress"
"180","https://millercenter.org/the-presidency/presidential-speeches/july-10-1795-proclamation-pardons-western-pennsylvania"
"181","https://millercenter.org/the-presidency/presidential-speeches/november-19-1794-sixth-annual-message-congress"
"182","https://millercenter.org/the-presidency/presidential-speeches/september-25-1794-proclamation-militia-service"
"183","https://millercenter.org/the-presidency/presidential-speeches/august-7-1794-proclamation-against-opposition-execution-laws"
"184","https://millercenter.org/the-presidency/presidential-speeches/december-3-1793-fifth-annual-message-congress"
"185","https://millercenter.org/the-presidency/presidential-speeches/march-4-1793-second-inaugural-address"
"186","https://millercenter.org/the-presidency/presidential-speeches/april-30-1789-first-inaugural-address/"
"187","https://millercenter.org/the-presidency/presidential-speeches/october-3-1789-thanksgiving-proclamation"
"188","https://millercenter.org/the-presidency/presidential-speeches/january-8-1790-first-annual-message-congress"
"189","https://millercenter.org/the-presidency/presidential-speeches/december-8-1790-second-annual-message-congress"
"190","https://millercenter.org/the-presidency/presidential-speeches/december-29-1790-talk-chiefs-and-counselors-seneca-nation"
"191","https://millercenter.org/the-presidency/presidential-speeches/october-25-1791-third-annual-message-congress"
"192","https://millercenter.org/the-presidency/presidential-speeches/april-5-1792-veto-message-congressional-redistricting"
"193","https://millercenter.org/the-presidency/presidential-speeches/november-6-1792-fourth-annual-message-congress"
"194","https://millercenter.org/the-presidency/presidential-speeches/december-12-1792-proclamation-against-crimes-against-cherokee"
"195","https://millercenter.org/the-presidency/presidential-speeches/april-22-1793-proclamation-neutrality/"
"196","https://millercenter.org/the-presidency/presidential-speeches/august-29-1796-talk-cherokee-nation/"
"197","https://millercenter.org/the-presidency/presidential-speeches/december-19-1799-death-george-washington/"
"198","https://millercenter.org/the-presidency/presidential-speeches/december-3-1799-third-annual-message"
"199","https://millercenter.org/the-presidency/presidential-speeches/november-22-1800-fourth-annual-message"
"200","https://millercenter.org/the-presidency/presidential-speeches/december-8-1798-second-annual-message"
"201","https://millercenter.org/the-presidency/presidential-speeches/november-22-1797-first-annual-message"
"202","https://millercenter.org/the-presidency/presidential-speeches/may-16-1797-special-session-message-congress-xyz-affair"
"203","https://millercenter.org/the-presidency/presidential-speeches/march-4-1797-inaugural-address/"
"204","https://millercenter.org/the-presidency/presidential-speeches/march-23-1798-proclamation-day-fasting-humiliation-and-prayer/"
"205","https://millercenter.org/the-presidency/presidential-speeches/may-21-1800-proclamation-pardons-those-engaged-fries-rebellion/"
"206","https://millercenter.org/the-presidency/presidential-speeches/april-3-1809-message-inhabitants-albemarle-county"
"207","https://millercenter.org/the-presidency/presidential-speeches/november-8-1808-eighth-annual-message"
"208","https://millercenter.org/the-presidency/presidential-speeches/october-27-1807-seventh-annual-message"
"209","https://millercenter.org/the-presidency/presidential-speeches/july-2-1807-proclamation-response-chesapeake-affair"
"210","https://millercenter.org/the-presidency/presidential-speeches/february-10-1807-special-message-congress-gun-boats"
"211","https://millercenter.org/the-presidency/presidential-speeches/january-22-1807-special-message-congress-burr-conspiracy"
"212","https://millercenter.org/the-presidency/presidential-speeches/december-30-1806-address-wolf-and-people-mandan-nation"
"213","https://millercenter.org/the-presidency/presidential-speeches/december-2-1806-sixth-annual-message"
"214","https://millercenter.org/the-presidency/presidential-speeches/november-27-1806-proclamation-spanish-territory"
"215","https://millercenter.org/the-presidency/presidential-speeches/january-10-1806-address-chiefs-cherokee-nation"
"216","https://millercenter.org/the-presidency/presidential-speeches/december-3-1805-fifth-annual-message"
"217","https://millercenter.org/the-presidency/presidential-speeches/march-4-1801-first-inaugural-address/"
"218","https://millercenter.org/the-presidency/presidential-speeches/july-12-1801-reply-new-haven-remonstrance"
"219","https://millercenter.org/the-presidency/presidential-speeches/december-8-1801-first-annual-message"
"220","https://millercenter.org/the-presidency/presidential-speeches/january-1-1802-response-danbury-baptist-association"
"221","https://millercenter.org/the-presidency/presidential-speeches/november-3-1802-address-brother-handsome-lake"
"222","https://millercenter.org/the-presidency/presidential-speeches/december-15-1802-second-annual-message"
"223","https://millercenter.org/the-presidency/presidential-speeches/january-18-1803-special-message-congress-indian-policy"
"224","https://millercenter.org/the-presidency/presidential-speeches/october-17-1803-third-annual-message"
"225","https://millercenter.org/the-presidency/presidential-speeches/december-17-1803-address-brothers-choctaw-nation"
"226","https://millercenter.org/the-presidency/presidential-speeches/november-8-1804-fourth-annual-message"
"227","https://millercenter.org/the-presidency/presidential-speeches/june-20-1803-instructions-captain-lewis/"
"228","https://millercenter.org/the-presidency/presidential-speeches/march-4-1805-second-inaugural-address"
"229","https://millercenter.org/the-presidency/presidential-speeches/december-6-1805-special-message-congress-foreign-policy/"
"230","https://millercenter.org/the-presidency/presidential-speeches/march-3-1817-veto-message-internal-improvements-bill"
"231","https://millercenter.org/the-presidency/presidential-speeches/december-3-1816-eighth-annual-message"
"232","https://millercenter.org/the-presidency/presidential-speeches/december-5-1815-seventh-annual-message"
"233","https://millercenter.org/the-presidency/presidential-speeches/february-18-1815-special-message-congress-treaty-ghent"
"234","https://millercenter.org/the-presidency/presidential-speeches/september-20-1814-sixth-annual-message"
"235","https://millercenter.org/the-presidency/presidential-speeches/september-1-1814-proclamation-upon-british-depredations"
"236","https://millercenter.org/the-presidency/presidential-speeches/december-7-1813-fifth-annual-message"
"237","https://millercenter.org/the-presidency/presidential-speeches/july-23-1813-proclamation-day-public-humiliation-and-prayer"
"238","https://millercenter.org/the-presidency/presidential-speeches/may-25-1813-message-special-congressional-session-state-war"
"239","https://millercenter.org/the-presidency/presidential-speeches/march-4-1813-second-inaugural-address"
"240","https://millercenter.org/the-presidency/presidential-speeches/november-4-1812-fourth-annual-message"
"241","https://millercenter.org/the-presidency/presidential-speeches/march-4-1809-first-inaugural-address/"
"242","https://millercenter.org/the-presidency/presidential-speeches/may-23-1809-message-special-congressional-sessionstate-foreign"
"243","https://millercenter.org/the-presidency/presidential-speeches/november-29-1809-first-annual-message"
"244","https://millercenter.org/the-presidency/presidential-speeches/october-27-1810-proclamation-occupation-west-florida"
"245","https://millercenter.org/the-presidency/presidential-speeches/december-5-1810-second-annual-message"
"246","https://millercenter.org/the-presidency/presidential-speeches/february-21-1811-veto-act-incorporating-alexandria-protestant"
"247","https://millercenter.org/the-presidency/presidential-speeches/november-5-1811-third-annual-message"
"248","https://millercenter.org/the-presidency/presidential-speeches/june-19-1812-proclamation-state-war-great-britain"
"249","https://millercenter.org/the-presidency/presidential-speeches/july-9-1812-proclamation-day-fasting-and-prayer"
"250","https://millercenter.org/the-presidency/presidential-speeches/june-1-1812-special-message-congress-foreign-policy-crisis-war/"
"251","https://millercenter.org/the-presidency/presidential-speeches/january-30-1815-veto-message-national-bank/"
"252","https://millercenter.org/the-presidency/presidential-speeches/december-7-1824-eighth-annual-message"
"253","https://millercenter.org/the-presidency/presidential-speeches/december-3-1822-sixth-annual-message"
"254","https://millercenter.org/the-presidency/presidential-speeches/december-3-1821-fifth-annual-message"
"255","https://millercenter.org/the-presidency/presidential-speeches/november-14-1820-fourth-annual-message"
"256","https://millercenter.org/the-presidency/presidential-speeches/december-7-1819-third-annual-message"
"257","https://millercenter.org/the-presidency/presidential-speeches/november-16-1818-second-annual-message"
"258","https://millercenter.org/the-presidency/presidential-speeches/december-2-1817-first-annual-message"
"259","https://millercenter.org/the-presidency/presidential-speeches/march-4-1817-first-inaugural-address/"
"260","https://millercenter.org/the-presidency/presidential-speeches/march-5-1821-second-inaugural-address/"
"261","https://millercenter.org/the-presidency/presidential-speeches/december-2-1823-seventh-annual-message-monroe-doctrine/"
"262","https://millercenter.org/the-presidency/presidential-speeches/february-24-1841-argument-supreme-court-case-united-states-v"
"263","https://millercenter.org/the-presidency/presidential-speeches/december-2-1828-fourth-annual-message"
"264","https://millercenter.org/the-presidency/presidential-speeches/december-4-1827-third-annual-message"
"265","https://millercenter.org/the-presidency/presidential-speeches/december-5-1826-second-annual-address"
"266","https://millercenter.org/the-presidency/presidential-speeches/december-6-1825-first-annual-message"
"267","https://millercenter.org/the-presidency/presidential-speeches/july-4-1821-speech-us-house-representatives-foreign-policy"
"268","https://millercenter.org/the-presidency/presidential-speeches/march-4-1825-inaugural-address/"
"269","https://millercenter.org/the-presidency/presidential-speeches/december-6-1825-message-regarding-congress-american-nations/"
"270","https://millercenter.org/the-presidency/presidential-speeches/february-5-1827-message-regarding-creek-indians/"
"271","https://millercenter.org/the-presidency/presidential-speeches/march-4-1829-first-inaugural-address"
"272","https://millercenter.org/the-presidency/presidential-speeches/september-18-1833-message-regarding-bank-united-states"
"273","https://millercenter.org/the-presidency/presidential-speeches/april-15-1834-protest-senate-censure"
"274","https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-farewell-address"
"275","https://millercenter.org/the-presidency/presidential-speeches/december-21-1836-statement-independence-texas"
"276","https://millercenter.org/the-presidency/presidential-speeches/december-5-1836-eighth-annual-message-congress"
"277","https://millercenter.org/the-presidency/presidential-speeches/december-7-1835-seventh-annual-address-congress"
"278","https://millercenter.org/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress"
"279","https://millercenter.org/the-presidency/presidential-speeches/april-21-1834-addendum-protest-senate-censure"
"280","https://millercenter.org/the-presidency/presidential-speeches/december-12-1833-message-constitutional-rights-and"
"281","https://millercenter.org/the-presidency/presidential-speeches/december-3-1833-fifth-annual-message-congress"
"282","https://millercenter.org/the-presidency/presidential-speeches/march-4-1833-second-inaugural-address"
"283","https://millercenter.org/the-presidency/presidential-speeches/february-15-1832-message-regarding-indian-removal/"
"284","https://millercenter.org/the-presidency/presidential-speeches/december-6-1831-third-annual-message-congress"
"285","https://millercenter.org/the-presidency/presidential-speeches/december-4-1832-fourth-annual-message-congress"
"286","https://millercenter.org/the-presidency/presidential-speeches/december-6-1832-veto-message-internal-improvement-legislation"
"287","https://millercenter.org/the-presidency/presidential-speeches/december-10-1832-nullification-proclamation"
"288","https://millercenter.org/the-presidency/presidential-speeches/july-10-1832-bank-veto/"
"289","https://millercenter.org/the-presidency/presidential-speeches/january-16-1833-message-regarding-south-carolina-nullification/"
"290","https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-inaugural-address/"
"291","https://millercenter.org/the-presidency/presidential-speeches/september-4-1837-special-session-message"
"292","https://millercenter.org/the-presidency/presidential-speeches/january-5-1838-proclamation"
"293","https://millercenter.org/the-presidency/presidential-speeches/december-3-1838-second-annual-message-congress"
"294","https://millercenter.org/the-presidency/presidential-speeches/december-2-1839-third-annual-message-congress"
"295","https://millercenter.org/the-presidency/presidential-speeches/december-5-1840-fourth-annual-message-congress"
"296","https://millercenter.org/the-presidency/presidential-speeches/january-2-1841-special-message-about-desctruction-steamboat"
"297","https://millercenter.org/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress/"
"298","https://millercenter.org/the-presidency/presidential-speeches/november-21-1838-message-regarding-disturbances-and/"
"299","https://millercenter.org/the-presidency/presidential-speeches/february-16-1839-message-regarding-disputes-maine-canadian/"
"300","https://millercenter.org/the-presidency/presidential-speeches/march-4-1841-inaugural-address/"
"301","https://millercenter.org/the-presidency/presidential-speeches/april-9-1841-address-upon-assuming-office-president-united/"
"302","https://millercenter.org/the-presidency/presidential-speeches/june-1-1841-special-session-message-congress-regarding-general"
"303","https://millercenter.org/the-presidency/presidential-speeches/august-16-1841-veto-message-regarding-bank-united-states"
"304","https://millercenter.org/the-presidency/presidential-speeches/september-9-1841-veto-message-creation-fiscal-corporation"
