"","name","date","sentiment.value"
"53","Donald Trump","April 13, 2020",0.607758620689655
"54","George Washington","September 19, 1796",1.02272727272727
"55","George Washington","April 30, 1789",1.31944444444444
"56","George Washington","April 22, 1793",0.666666666666667
"57","George Washington","August 29, 1796",2.6530612244898
"58","John Adams","December 19, 1799",0.193548387096774
"59","John Adams","March 04, 1797",1.52272727272727
"60","John Adams","March 23, 1798",1.66666666666667
"61","John Adams","May 21, 1800",-0.266666666666667
"62","Thomas Jefferson","March 04, 1801",1.05555555555556
"63","Thomas Jefferson","June 20, 1803",0.423076923076923
"64","Thomas Jefferson","December 06, 1805",-0.181818181818182
"65","James Madison","March 04, 1809",1.20634920634921
"66","James Madison","June 01, 1812",-0.229357798165138
"67","James Madison","January 30, 1815",0.268292682926829
"68","James Monroe","March 04, 1817",1.43076923076923
"69","James Monroe","March 05, 1821",0.928571428571429
"70","James Monroe","December 02, 1823",0.91304347826087
"71","John Quincy Adams","March 04, 1825",1.21495327102804
"72","John Quincy Adams","December 06, 1825",1.57692307692308
"73","John Quincy Adams","February 05, 1827",0.348837209302326
"74","Andrew Jackson","February 15, 1832",0.95
"75","Andrew Jackson","July 10, 1832",1.15789473684211
"76","Andrew Jackson","January 16, 1833",0.227488151658768
"77","Martin Van Buren","March 04, 1837",0.773809523809524
"78","Martin Van Buren","December 05, 1837",1.10502283105023
"79","Martin Van Buren","November 21, 1838",0.269230769230769
"80","Martin Van Buren","February 16, 1839",-0.245283018867925
"81","William Harrison","March 04, 1841",0.844036697247706
"82","John Tyler","April 09, 1841",0.492957746478873
"83","John Tyler","December 07, 1841",0.580808080808081
"84","John Tyler","August 18, 1842",1.05263157894737
"85","John Tyler","February 20, 1845",-0.358974358974359
"86","James K. Polk","May 11, 1846",-0.0833333333333333
"87","James K. Polk","June 10, 1846",0.636363636363636
"88","James K. Polk","August 14, 1848",0.188405797101449
"89","Zachary Taylor","April 22, 1850",1.22727272727273
"90","Zachary Taylor","March 05, 1849",1.3921568627451
"91","Zachary Taylor","December 04, 1849",1.08064516129032
"92","Zachary Taylor","January 23, 1850",1.06122448979592
"93","Millard Fillmore","August 06, 1850",1.26470588235294
"94","Millard Fillmore","December 02, 1850",0.73936170212766
"95","Millard Fillmore","February 19, 1851",-0.0131578947368421
"96","Millard Fillmore","December 06, 1852",1.01293103448276
"97","Franklin Pierce","March 04, 1853",0.833333333333333
"98","Franklin Pierce","May 15, 1854",1.08219178082192
"99","October 26, 2020","President Trump presides over the swearing-in ceremony for Justice Amy Coney Barrett as she becomes an associate justice of the US Supreme Court. She is only the fifth woman to become a Supreme Court justice. Barrett's nomination and confirmation was controversial as Republicans in 2016 refused to consider President Obama's nomination to the Supreme Court after Justice Antonin Scalia died in February, claiming it was too close the November presidential election. But when Justice Ruth Bader Ginsberg died in September, the Republicans pushed through her confirmation, and President Trump swore her in just a week before the 2020 presidential election. ",2.59375
"100","Donald Trump","September 26, 2020",2.93055555555556
"101","Donald Trump","September 07, 2020",-0.182857142857143
"102","Donald Trump","August 08, 2020",-0.233009708737864
"103","Donald Trump","July 04, 2020",1.81739130434783
"104","Donald Trump","June 20, 2020",-0.307359307359307
"105","Donald Trump","June 13, 2020",1.06666666666667
"106","Donald Trump","June 01, 2020",-0.971014492753623
"107","Donald Trump","April 23, 2020",1.2360248447205
"108","Donald Trump","April 15, 2020",1.12121212121212
"109","Donald Trump","April 13, 2020",0.607758620689655
"110","George Washington","September 19, 1796",1.02272727272727
"111","George Washington","April 30, 1789",1.31944444444444
"112","George Washington","April 22, 1793",0.666666666666667
"113","George Washington","August 29, 1796",2.6530612244898
"114","John Adams","December 19, 1799",0.193548387096774
"115","John Adams","March 04, 1797",1.52272727272727
"116","John Adams","March 23, 1798",1.66666666666667
"117","John Adams","May 21, 1800",-0.266666666666667
"118","Thomas Jefferson","March 04, 1801",1.05555555555556
"119","Thomas Jefferson","June 20, 1803",0.423076923076923
"120","Thomas Jefferson","December 06, 1805",-0.181818181818182
"121","James Madison","March 04, 1809",1.20634920634921
"122","James Madison","June 01, 1812",-0.229357798165138
"123","James Madison","January 30, 1815",0.268292682926829
"124","James Monroe","March 04, 1817",1.43076923076923
"125","James Monroe","March 05, 1821",0.928571428571429
"126","James Monroe","December 02, 1823",0.91304347826087
"127","John Quincy Adams","March 04, 1825",1.21495327102804
"128","John Quincy Adams","December 06, 1825",1.57692307692308
"129","John Quincy Adams","February 05, 1827",0.348837209302326
"130","Andrew Jackson","February 15, 1832",0.95
"131","Andrew Jackson","July 10, 1832",1.15789473684211
"132","Andrew Jackson","January 16, 1833",0.227488151658768
"133","Martin Van Buren","March 04, 1837",0.773809523809524
"134","Martin Van Buren","December 05, 1837",1.10502283105023
"135","Martin Van Buren","November 21, 1838",0.269230769230769
"136","Martin Van Buren","February 16, 1839",-0.245283018867925
"137","William Harrison","March 04, 1841",0.844036697247706
"138","John Tyler","April 09, 1841",0.492957746478873
"139","John Tyler","December 07, 1841",0.580808080808081
"140","John Tyler","August 18, 1842",1.05263157894737
"141","John Tyler","February 20, 1845",-0.358974358974359
"142","James K. Polk","May 11, 1846",-0.0833333333333333
"143","James K. Polk","June 10, 1846",0.636363636363636
"144","James K. Polk","August 14, 1848",0.188405797101449
"145","Zachary Taylor","April 22, 1850",1.22727272727273
"146","Zachary Taylor","March 05, 1849",1.3921568627451
"147","Zachary Taylor","December 04, 1849",1.08064516129032
"148","Zachary Taylor","January 23, 1850",1.06122448979592
"149","Millard Fillmore","August 06, 1850",1.26470588235294
"150","Millard Fillmore","December 02, 1850",0.73936170212766
"151","Millard Fillmore","February 19, 1851",-0.0131578947368421
"152","Millard Fillmore","December 06, 1852",1.01293103448276
"153","Franklin Pierce","March 04, 1853",0.833333333333333
"154","Franklin Pierce","May 15, 1854",1.08219178082192
"155","Franklin Pierce","January 24, 1856",0.142857142857143
"156","James Buchanan","January 08, 1861",-0.116883116883117
"157","James Buchanan","March 04, 1857",1.15384615384615
"158","James Buchanan","December 19, 1859",0.316363636363636
"159","James Buchanan","March 01, 1861",-0.0476190476190476
"160","Abraham Lincoln","June 16, 1858",-0.345679012345679
"161","Abraham Lincoln","March 04, 1861",-0.229357798165138
"162","Abraham Lincoln","November 19, 1863",-0.266666666666667
"163","Andrew Johnson","April 17, 1865",1.11111111111111
"164","Andrew Johnson","May 29, 1865",0.392857142857143
"165","Andrew Johnson","April 02, 1866",0.758620689655172
"166","Andrew Johnson","December 08, 1868",0.488372093023256
"167","Ulysses S. Grant","March 04, 1869",1.01960784313725
"168","Ulysses S. Grant","January 13, 1875",-1.20740740740741
"169","Ulysses S. Grant","December 05, 1876",1.04137931034483
"170","Rutherford B. Hayes","March 05, 1877",1.47727272727273
"171","Rutherford B. Hayes","December 03, 1877",1.16600790513834
"172","Rutherford B. Hayes","March 01, 1879",1.64556962025316
"173","Rutherford B. Hayes","December 06, 1880",1.7175572519084
"174","James A. Garfield","March 04, 1881",0.135338345864662
"175","Chester A. Arthur","December 10, 1884",1.05555555555556
"176","Chester A. Arthur","September 22, 1881",-0.21875
"177","Chester A. Arthur","April 04, 1882",0.787878787878788
"178","Chester A. Arthur","December 01, 1884",1.13793103448276
"179","Grover Cleveland","March 04, 1885",1.05405405405405
"180","Grover Cleveland","March 04, 1893",0.564814814814815
"181","Grover Cleveland","March 02, 1897",0.20253164556962
"182","Benjamin Harrison","March 04, 1889",0.941176470588235
"183","Benjamin Harrison","June 04, 1889",-0.736842105263158
"184","Benjamin Harrison","December 03, 1889",0.912087912087912
"185","Benjamin Harrison","January 31, 1891",-1.16666666666667
"186","Benjamin Harrison","February 15, 1893",0.925925925925926
"187","William McKinley","April 11, 1898",-0.274285714285714
"188","William McKinley","March 04, 1901",0.715789473684211
"189","William McKinley","September 05, 1901",0.840425531914894
"190","Theodore Roosevelt","September 14, 1901",-0.142857142857143
"191","Theodore Roosevelt","March 04, 1905",0.666666666666667
"192","Theodore Roosevelt","January 08, 1906",0.26530612244898
"193","William Taft","January 14, 1910",0.971014492753623
"194","William Taft","March 04, 1909",0.938356164383562
"195","William Taft","November 17, 1909",0.674242424242424
"196","William Taft","December 03, 1912",1.51344086021505
"197","Woodrow Wilson","March 04, 1913",0.0533333333333333
"198","Woodrow Wilson","April 16, 1917",0.782608695652174
"199","Woodrow Wilson","January 08, 1918",1.56
"200","Warren G. Harding","January 20, 1920",0.703703703703704
"201","Warren G. Harding","March 04, 1921",0.755395683453237
"202","Warren G. Harding","March 31, 1921",0.964285714285714
"203","Warren G. Harding","November 12, 1921",0.386363636363636
"204","Calvin Coolidge","December 06, 1923",1.1436170212766
"205","Calvin Coolidge","March 04, 1925",1.36065573770492
"206","Calvin Coolidge","October 20, 1925",0.118279569892473
"207","Calvin Coolidge","August 10, 1927",2.15909090909091
"208","Herbert Hoover","October 25, 1929",1
"209","Herbert Hoover","December 02, 1930",0.614583333333333
"210","Herbert Hoover","August 11, 1932",0.0272727272727273
"211","Franklin D. Roosevelt","March 04, 1933",0.329268292682927
"212","Franklin D. Roosevelt","March 09, 1937",0.272727272727273
"213","Franklin D. Roosevelt","December 08, 1941",-0.36
"214","Harry S. Truman","May 08, 1945",0.652173913043478
"215","Harry S. Truman","April 16, 1945",1.13207547169811
"216","Harry S. Truman","March 12, 1947",0.359550561797753
"217","Harry S. Truman","June 20, 1947",-0.342105263157895
"218","Dwight D. Eisenhower","January 20, 1953",1.25438596491228
"219","Dwight D. Eisenhower","January 05, 1957",1.19047619047619
"220","Dwight D. Eisenhower","January 17, 1961",0.189473684210526
"221","John F. Kennedy","January 20, 1961",0.373333333333333
"222","John F. Kennedy","May 25, 1961",0.769230769230769
"223","John F. Kennedy","June 11, 1963",0.315068493150685
"224","Lyndon B. Johnson","November 27, 1963",0.584415584415584
"225","Lyndon B. Johnson","July 02, 1964",1.3
"226","Lyndon B. Johnson","January 20, 1965",0.405405405405405
"227","Richard M. Nixon","January 20, 1969",1.10204081632653
"228","Richard M. Nixon","April 30, 1970",-0.612244897959184
"229","Richard M. Nixon","August 09, 1974",0.589285714285714
"230","Gerald Ford","September 08, 1974",0.230769230769231
"231","Gerald Ford","April 10, 1975",0.712871287128713
"232","Gerald Ford","August 19, 1976",1.16528925619835
"233","Jimmy Carter","January 20, 1977",1.02702702702703
"234","Jimmy Carter","July 15, 1979",0.412587412587413
"235","Jimmy Carter","October 28, 1980",0.074235807860262
"236","Ronald Reagan","March 04, 1987",0.645161290322581
"237","Ronald Reagan","January 20, 1981",1.11340206185567
"238","Ronald Reagan","March 08, 1983",0.359154929577465
"239","Ronald Reagan","June 12, 1987",1.28125
"240","George H. W. Bush","January 20, 1989",1.98591549295775
"241","George H. W. Bush","December 20, 1989",-0.0952380952380952
"242","George H. W. Bush","February 27, 1991",-0.105263157894737
"243","Bill Clinton","January 20, 1993",0.589041095890411
"244","Bill Clinton","December 08, 1993",1.52564102564103
"245","Bill Clinton","August 17, 1998",0.0967741935483871
"246","George W. Bush","January 20, 2001",0.677777777777778
"247","George W. Bush","September 21, 2001",-0.106870229007634
"248","George W. Bush","November 13, 2008",0.779661016949153
"249","Barack Obama","November 04, 2008",0.871794871794872
"250","Barack Obama","June 04, 2009",0.290155440414508
"251","Barack Obama","January 21, 2013",1.26
"252","Donald Trump","January 20, 2017",1.31884057971015
"253","Donald Trump","February 28, 2017",0.494444444444444
"254","Donald Trump","January 30, 2018",0.29064039408867
"255","Donald Trump","November 05, 2020",0.764705882352941
"256","October 26, 2020","President Trump presides over the swearing-in ceremony for Justice Amy Coney Barrett as she becomes an associate justice of the US Supreme Court. She is only the fifth woman to become a Supreme Court justice. Barrett's nomination and confirmation was controversial as Republicans in 2016 refused to consider President Obama's nomination to the Supreme Court after Justice Antonin Scalia died in February, claiming it was too close the November presidential election. But when Justice Ruth Bader Ginsberg died in September, the Republicans pushed through her confirmation, and President Trump swore her in just a week before the 2020 presidential election. ",2.59375
"257","Donald Trump","September 26, 2020",2.93055555555556
"258","Donald Trump","September 07, 2020",-0.182857142857143
"259","Donald Trump","August 08, 2020",-0.233009708737864
"260","Donald Trump","July 04, 2020",1.81739130434783
"261","Donald Trump","June 20, 2020",-0.307359307359307
"262","Donald Trump","June 13, 2020",1.06666666666667
"263","Donald Trump","June 01, 2020",-0.971014492753623
"264","Donald Trump","April 23, 2020",1.2360248447205
"265","Donald Trump","April 15, 2020",1.12121212121212
"266","Donald Trump","April 13, 2020",0.607758620689655
"267","Donald Trump","March 13, 2020",1.15909090909091
"268","Richard M. Nixon","August 08, 1974",0.60655737704918
"269","Richard M. Nixon","April 30, 1973",0.670103092783505
"270","George Washington","September 19, 1796",1.02272727272727
"271","George Washington","December 07, 1796",1.06930693069307
"272","George Washington","March 30, 1796",1
"273","George Washington","December 08, 1795",0.635294117647059
"274","George Washington","July 10, 1795",0.0526315789473684
"275","George Washington","November 19, 1794",0.145833333333333
"276","George Washington","September 25, 1794",0.8
"277","George Washington","August 07, 1794",-0.0454545454545455
"278","George Washington","December 03, 1793",0.294117647058824
"279","George Washington","March 04, 1793",0.285714285714286
"280","George Washington","April 30, 1789",1.31944444444444
"281","George Washington","October 03, 1789",2.38461538461538
"282","George Washington","January 08, 1790",1.47619047619048
"283","George Washington","December 08, 1790",0.78
"284","George Washington","December 29, 1790",0.571428571428571
"285","George Washington","October 25, 1791",1.30769230769231
"286","George Washington","April 05, 1792",0
"287","George Washington","November 06, 1792",0.732394366197183
"288","George Washington","December 12, 1792",0.466666666666667
"289","George Washington","April 22, 1793",0.666666666666667
"290","George Washington","August 29, 1796",2.6530612244898
"291","John Adams","December 19, 1799",0.193548387096774
"292","John Adams","December 03, 1799",0.923076923076923
"293","John Adams","November 22, 1800",1.66
"294","John Adams","December 08, 1798",0.685714285714286
"295","John Adams","November 22, 1797",0.36
"296","John Adams","May 16, 1797",0.336448598130841
"297","John Adams","March 04, 1797",1.52272727272727
"298","John Adams","March 23, 1798",1.66666666666667
"299","John Adams","May 21, 1800",-0.266666666666667
"300","Thomas Jefferson","April 03, 1809",1.4
"301","Thomas Jefferson","November 08, 1808",0.25609756097561
"302","Thomas Jefferson","October 27, 1807",0.0428571428571429
"303","Thomas Jefferson","July 02, 1807",-0.323529411764706
"304","Thomas Jefferson","February 10, 1807",-0.363636363636364
"305","Thomas Jefferson","January 22, 1807",0.212121212121212
"306","Thomas Jefferson","December 30, 1806",0.305555555555556
"307","Thomas Jefferson","December 02, 1806",0.89041095890411
"308","Thomas Jefferson","November 27, 1806",0.571428571428571
"309","Thomas Jefferson","January 10, 1806",-0.354838709677419
"310","Thomas Jefferson","December 03, 1805",0.148936170212766
"311","Thomas Jefferson","March 04, 1801",1.05555555555556
"312","Thomas Jefferson","July 12, 1801",0.619047619047619
"313","Thomas Jefferson","December 08, 1801",0.556603773584906
"314","Thomas Jefferson","January 01, 1802",1.73333333333333
"315","Thomas Jefferson","November 03, 1802",1.325
"316","Thomas Jefferson","December 15, 1802",0.615384615384615
"317","Thomas Jefferson","January 18, 1803",0.880952380952381
"318","Thomas Jefferson","October 17, 1803",0.333333333333333
"319","Thomas Jefferson","December 17, 1803",0.459459459459459
"320","Thomas Jefferson","November 08, 1804",0.508771929824561
"321","Thomas Jefferson","June 20, 1803",0.423076923076923
"322","Thomas Jefferson","March 04, 1805",0.870588235294118
"323","Thomas Jefferson","December 06, 1805",-0.181818181818182
"324","James Madison","March 03, 1817",1.3448275862069
"325","James Madison","December 03, 1816",0.938144329896907
"326","James Madison","December 05, 1815",1.22680412371134
"327","James Madison","February 18, 1815",1.75609756097561
"328","James Madison","September 20, 1814",-0.202127659574468
"329","James Madison","September 01, 1814",-0.775
"330","James Madison","December 07, 1813",-0.149606299212598
"331","James Madison","July 23, 1813",1.4
"332","James Madison","May 25, 1813",0.453333333333333
"333","James Madison","March 04, 1813",-0.0625
"334","James Madison","November 04, 1812",0.0256410256410256
"335","James Madison","March 04, 1809",1.20634920634921
"336","James Madison","May 23, 1809",1.10714285714286
"337","James Madison","November 29, 1809",0.847457627118644
"338","James Madison","October 27, 1810",0.416666666666667
"339","James Madison","December 05, 1810",0.7
"340","James Madison","February 21, 1811",0.375
"341","James Madison","November 05, 1811",0.5
"342","James Madison","June 19, 1812",1.28571428571429
"343","James Madison","July 09, 1812",0.473684210526316
"344","James Madison","June 01, 1812",-0.229357798165138
"345","James Madison","January 30, 1815",0.268292682926829
"346","James Monroe","December 07, 1824",1.40268456375839
"347","James Monroe","December 03, 1822",1
"348","James Monroe","December 03, 1821",1.36607142857143
"349","James Monroe","November 14, 1820",0.934782608695652
"350","James Monroe","December 07, 1819",1.23423423423423
"351","James Monroe","November 16, 1818",0.901785714285714
"352","James Monroe","December 02, 1817",1.21495327102804
"353","James Monroe","March 04, 1817",1.43076923076923
"354","James Monroe","March 05, 1821",0.928571428571429
"355","James Monroe","December 02, 1823",0.91304347826087
"356","John Quincy Adams","February 24, 1841",2
"357","John Quincy Adams","December 02, 1828",1.07284768211921
"358","John Quincy Adams","December 04, 1827",1.1656050955414
"359","John Quincy Adams","December 05, 1826",1.3489932885906
"360","John Quincy Adams","December 06, 1825",1.78021978021978
"361","John Quincy Adams","July 04, 1821",1.61111111111111
"362","John Quincy Adams","March 04, 1825",1.21495327102804
"363","John Quincy Adams","December 06, 1825",1.57692307692308
"364","John Quincy Adams","February 05, 1827",0.348837209302326
"365","Andrew Jackson","March 04, 1829",1.33898305084746
"366","Andrew Jackson","September 18, 1833",0.350649350649351
"367","Andrew Jackson","April 15, 1834",0.339285714285714
"368","Andrew Jackson","March 04, 1837",0.972111553784861
"369","Andrew Jackson","December 21, 1836",0.30188679245283
"370","Andrew Jackson","December 05, 1836",0.447058823529412
"371","Andrew Jackson","December 07, 1835",0.979338842975207
"372","Andrew Jackson","December 01, 1834",0.513698630136986
"373","Andrew Jackson","April 21, 1834",0.571428571428571
"374","Andrew Jackson","December 12, 1833",0.75
"375","Andrew Jackson","December 03, 1833",1.07608695652174
"376","Andrew Jackson","March 04, 1833",1.46511627906977
"377","Andrew Jackson","February 15, 1832",0.95
"378","Andrew Jackson","December 06, 1831",1.10471204188482
"379","Andrew Jackson","December 04, 1832",0.758454106280193
"380","Andrew Jackson","December 06, 1832",0
"381","Andrew Jackson","December 10, 1832",-0.419191919191919
"382","Andrew Jackson","July 10, 1832",1.15789473684211
"383","Andrew Jackson","January 16, 1833",0.227488151658768
"384","Martin Van Buren","March 04, 1837",0.773809523809524
"385","Martin Van Buren","September 04, 1837",0.221757322175732
"386","Martin Van Buren","January 05, 1838",1
"387","Martin Van Buren","December 03, 1838",1.08661417322835
"388","Martin Van Buren","December 02, 1839",0.485611510791367
"389","Martin Van Buren","December 05, 1840",0.544186046511628
"390","Martin Van Buren","January 02, 1841",-0.844444444444444
"391","Martin Van Buren","December 05, 1837",1.10502283105023
"392","Martin Van Buren","November 21, 1838",0.269230769230769
"393","Martin Van Buren","February 16, 1839",-0.245283018867925
"394","William Harrison","March 04, 1841",0.844036697247706
"395","John Tyler","April 09, 1841",0.492957746478873
"396","John Tyler","June 01, 1841",0.632258064516129
"397","John Tyler","August 16, 1841",0.666666666666667
"398","John Tyler","September 09, 1841",0.43859649122807
"399","John Tyler","March 25, 1842",0.0833333333333333
"400","John Tyler","May 10, 1842",0.32258064516129
"401","John Tyler","August 09, 1842",0.132530120481928
"402","John Tyler","August 11, 1842",1.24409448818898
"403","John Tyler","December 06, 1842",0.599056603773585
"404","John Tyler","December 18, 1844",-0.181818181818182
"405","John Tyler","December 03, 1844",1.30143540669856
"406","John Tyler","June 11, 1844",0.851063829787234
"407","John Tyler","April 09, 1844",0.392857142857143
"408","John Tyler","December 05, 1843",0.803191489361702
"409","John Tyler","December 30, 1842",1.18918918918919
"410","John Tyler","December 07, 1841",0.580808080808081
"411","John Tyler","August 18, 1842",1.05263157894737
"412","John Tyler","February 20, 1845",-0.358974358974359
"413","James K. Polk","February 08, 1849",2.18840579710145
"414","James K. Polk","January 02, 1849",-1.66101694915254
"415","James K. Polk","December 05, 1848",0.939102564102564
"416","James K. Polk","August 01, 1848",1
"417","James K. Polk","July 06, 1848",-1.13636363636364
"418","James K. Polk","July 04, 1848",2.16666666666667
"419","James K. Polk","May 29, 1848",0.342105263157895
"420","James K. Polk","April 03, 1848",2
"421","James K. Polk","February 22, 1848",1.26666666666667
"422","James K. Polk","December 07, 1847",0.378640776699029
"423","James K. Polk","February 13, 1847",-0.0175438596491228
"424","James K. Polk","May 11, 1846",-0.0833333333333333
"425","James K. Polk","April 13, 1846",0.1875
"426","James K. Polk","May 13, 1846",1.69230769230769
"427","James K. Polk","August 03, 1846",0.259259259259259
"428","James K. Polk","August 05, 1846",1.4
"429","James K. Polk","August 07, 1846",0.842105263157895
"430","James K. Polk","August 08, 1846",0.238095238095238
"431","James K. Polk","December 08, 1846",0.345890410958904
"432","James K. Polk","December 29, 1846",-0.571428571428571
"433","James K. Polk","June 10, 1846",0.636363636363636
"434","James K. Polk","August 14, 1848",0.188405797101449
"435","Zachary Taylor","April 22, 1850",1.22727272727273
"436","Zachary Taylor","March 05, 1849",1.3921568627451
"437","Zachary Taylor","December 04, 1849",1.08064516129032
"438","Zachary Taylor","January 23, 1850",1.06122448979592
"439","Millard Fillmore","August 06, 1850",1.26470588235294
"440","Millard Fillmore","December 13, 1850",1.89473684210526
"441","Millard Fillmore","December 13, 1850",2.8
"442","Millard Fillmore","December 02, 1851",0.806451612903226
"443","Millard Fillmore","December 02, 1850",0.73936170212766
"444","Millard Fillmore","February 19, 1851",-0.0131578947368421
"445","Millard Fillmore","December 06, 1852",1.01293103448276
"446","Franklin Pierce","December 02, 1856",0.265217391304348
"447","Franklin Pierce","August 21, 1856",-0.326086956521739
"448","Franklin Pierce","February 11, 1856",-0.1
"449","Franklin Pierce","December 31, 1855",0.3
"450","Franklin Pierce","December 30, 1854",1.3963963963964
"451","Franklin Pierce","December 04, 1854",0.188
"452","Franklin Pierce","August 04, 1854",0.736842105263158
"453","Franklin Pierce","August 01, 1854",0.333333333333333
"454","Franklin Pierce","March 14, 1854",0.647058823529412
"455","Franklin Pierce","February 10, 1854",1.13636363636364
"456","Franklin Pierce","March 04, 1853",0.833333333333333
"457","Franklin Pierce","December 05, 1853",1.1304347826087
"458","Franklin Pierce","January 18, 1854",-0.727272727272727
"459","Franklin Pierce","May 15, 1854",1.08219178082192
"460","Franklin Pierce","January 24, 1856",0.142857142857143
"461","James Buchanan","January 08, 1861",-0.116883116883117
"462","James Buchanan","December 03, 1860",0.461818181818182
"463","James Buchanan","January 28, 1861",0.769230769230769
"464","James Buchanan","June 22, 1860",-0.27906976744186
"465","James Buchanan","May 19, 1860",0.705882352941177
"466","James Buchanan","March 28, 1860",-0.506493506493506
"467","James Buchanan","February 24, 1859",1.05194805194805
"468","James Buchanan","February 18, 1859",-0.976744186046512
"469","James Buchanan","December 06, 1858",0.441935483870968
"470","James Buchanan","February 02, 1858",-0.121212121212121
"471","James Buchanan","March 04, 1857",1.15384615384615
"472","James Buchanan","December 08, 1857",0.345724907063197
"473","James Buchanan","December 19, 1859",0.316363636363636
"474","James Buchanan","March 01, 1861",-0.0476190476190476
"475","Abraham Lincoln","January 01, 1863",1.52941176470588
"476","Abraham Lincoln","July 04, 1861",0.0448717948717949
"477","Abraham Lincoln","December 03, 1861",0.987730061349693
"478","Abraham Lincoln","March 04, 1865",-0.193548387096774
"479","Abraham Lincoln","December 06, 1864",0.624161073825503
"480","Abraham Lincoln","December 08, 1863",0.340909090909091
"481","Abraham Lincoln","August 26, 1863",-0.442622950819672
"482","Abraham Lincoln","December 01, 1862",0.392045454545455
"483","Abraham Lincoln","February 11, 1861",1.28571428571429
"484","Abraham Lincoln","February 27, 1860",-2.60264900662252
"485","Abraham Lincoln","June 16, 1858",-0.345679012345679
"486","Abraham Lincoln","October 16, 1854",-2.28519855595668
"487","Abraham Lincoln","March 04, 1861",-0.229357798165138
"488","Abraham Lincoln","November 19, 1863",-0.266666666666667
"489","Andrew Johnson","April 17, 1865",1.11111111111111
"490","Andrew Johnson","April 29, 1865",0.416666666666667
"491","Andrew Johnson","May 02, 1865",0.166666666666667
"492","Andrew Johnson","May 29, 1865",2
"493","Andrew Johnson","June 02, 1865",-0.666666666666667
